# English word frequency, top 30000 alphabetic tokens.
# Source: Peter Norvig, count_1w.txt (Google Web Trillion Word Corpus n-gram counts),
#   https://www.norvig.com/ngrams/ . Trimmed + filtered to [a-z]{1,20}; vendored for reproducibility.
# Format: rank<TAB>word<TAB>count
502	test	154999587
503	friend	154527125
504	come	154326119
505	dec	154301106
506	server	153788544
507	pc	153460135
508	study	152978354
509	application	152776595
510	cart	152155277
511	staff	151553180
512	articles	151531225
513	san	151350397
514	feedback	151008079
515	again	150781416
516	play	150748333
517	looking	150610176
518	issues	150106274
519	april	149976767
520	never	149556758
521	users	149320234
522	complete	149312237
523	street	149130754
524	topic	149001702
525	comment	148628729
526	financial	148330257
527	things	147969893
528	working	147675944
529	against	147259825
530	standard	147177212
531	tax	146906651
532	person	146749448
533	below	145701629
534	mobile	145490029
535	less	145430147
536	got	145057782
537	blog	145041426
538	party	144707500
539	payment	144646164
540	equipment	144298238
541	login	144200144
542	student	143590165
543	let	143062438
544	programs	142498232
545	offers	142087909
546	legal	142048771
547	above	141894620
548	recent	141765729
549	park	141548802
550	stores	141210433
551	side	141155373
552	act	141076205
553	problem	141012024
554	red	140799532
555	give	140688602
556	memory	140479833
557	performance	139710600
558	social	139566375
559	q	139563801
560	august	139459917
561	quote	139242226
562	language	138517992
563	story	138433809
564	sell	137696613
565	options	137679195
566	experience	137134662
567	rates	137089538
568	create	137071122
569	key	136862835
570	body	136560842
571	young	136341684
572	america	136214727
573	important	136103455
574	field	135289140
575	few	135132664
576	east	135037085
577	paper	134939426
578	single	134754203
579	ii	133102742
580	age	132725767
581	activities	132685190
582	club	132428495
583	example	132369252
584	girls	132325396
585	additional	132187702
586	password	132141721
587	z	132095202
588	latest	131952173
589	something	131836210
590	road	131800620
591	gift	131417909
592	question	130644510
593	changes	130570251
594	night	130531484
595	ca	130326009
596	hard	130054708
597	texas	129399241
598	oct	129301730
599	pay	129198530
600	four	129167110
601	poker	129054826
602	status	128994593
603	browse	128740445
604	issue	128427156
605	range	128314924
606	building	128251365
607	seller	127768853
608	court	127719981
609	february	127704851
610	always	127634767
611	result	127425045
612	audio	127014703
613	light	126699632
614	write	126645151
615	war	126517399
616	nov	126461152
617	offer	126228968
618	blue	126160941
619	groups	125814267
620	al	125787543
621	easy	125548527
622	given	125542966
623	files	125524478
624	event	125515260
625	release	125340846
626	analysis	124949540
627	request	124620318
628	fax	124500817
629	china	124472054
630	making	124198695
631	picture	124116581
632	needs	123595776
633	possible	123311561
634	might	123196001
635	professional	123162607
636	yet	123160529
637	month	123027963
638	major	122592252
639	star	122498186
640	areas	121986327
641	future	121844371
642	space	121505269
643	committee	121345834
644	hand	121296661
645	sun	121218500
646	cards	121094522
647	problems	121087620
648	london	121079315
649	washington	120978063
650	meeting	120814306
651	rss	120548796
652	become	120495036
653	interest	120272948
654	id	119974321
655	child	119747393
656	keep	119602514
657	enter	119394206
658	california	119376975
659	porn	119294962
660	share	119294241
661	similar	119150817
662	garden	119014988
663	schools	118978625
664	million	118818608
665	added	118410414
666	reference	118127636
667	companies	118106080
668	listed	117951402
669	baby	117696064
670	learning	117672845
671	energy	117451031
672	run	117213565
673	delivery	117119498
674	net	116883588
675	popular	116495721
676	term	116282824
677	film	116097842
678	stories	115504667
679	put	115205090
680	computers	115168234
681	journal	114532201
682	reports	114515959
683	co	114452742
684	try	114384208
685	welcome	114025350
686	central	113841948
687	images	113788074
688	president	113756376
689	notice	113691786
690	god	113624357
691	original	113453183
692	head	113316224
693	radio	113285624
694	until	113090086
695	cell	113067567
696	color	112965658
697	self	112902176
698	council	112893718
699	away	112837472
700	includes	112466751
701	track	112385243
702	australia	112197265
703	discussion	111973466
704	archive	111971865
705	once	111882023
706	others	111397714
707	entertainment	111394818
708	agreement	111356320
709	format	111279626
710	least	111229798
711	society	111199035
712	months	111192257
713	log	111170350
714	safety	111064464
715	friends	110732827
716	sure	110528740
717	faq	110323671
718	trade	110086585
719	edition	110051463
720	cars	109717836
721	messages	109697600
722	marketing	109596213
723	tell	109553730
724	further	109528141
725	updated	109504766
726	association	109416386
727	able	109389038
728	having	109360096
729	provides	109213691
730	david	109067044
731	fun	108389630
732	already	108324565
733	green	108287905
734	studies	108024858
735	close	107853068
736	common	107839275
737	drive	107799371
738	specific	107785779
739	several	107589584
740	gold	107497778
741	feb	107483376
742	living	107215961
743	sep	107145206
744	collection	107121885
745	called	106978150
746	short	106755242
747	arts	106466033
748	lot	106405208
749	ask	106400213
750	display	106342539
751	limited	106154969
752	powered	106119933
753	solutions	106103720
754	means	105946662
755	director	105891641
756	daily	105837757
757	beach	105642682
758	past	105625616
759	natural	105101771
760	whether	105014961
761	due	104908310
762	et	104251062
763	electronics	104230315
764	five	104165769
765	upon	103921220
766	period	103906182
767	planning	103878661
768	database	103731642
769	says	103697915
770	official	103521037
771	weather	103331913
772	mar	103203080
773	land	103132933
774	average	102837602
775	done	102812628
776	technical	102792861
777	window	102711715
778	france	102698139
779	pro	102580860
780	region	102552342
781	island	102316998
782	record	102234743
783	direct	102234090
784	microsoft	102159580
785	conference	101987691
786	environment	101959294
787	records	101771329
788	st	101338951
789	district	101325723
790	calendar	101303808
791	costs	101090970
792	style	101024266
793	url	100907064
794	front	100886343
795	statement	100868970
796	update	100765188
797	parts	100637505
798	aug	100502612
799	ever	100264634
800	downloads	100237452
801	early	100013194
802	miles	100012522
803	sound	100010833
804	resource	99964083
805	present	99420744
806	applications	99324182
807	either	99143011
808	ago	98839705
809	document	98703772
810	word	98671341
811	works	98581698
812	material	98528318
813	bill	98494166
814	apr	98081439
815	written	98056850
816	talk	97850837
817	federal	97837595
818	hosting	97747750
819	rules	97658641
820	final	97649084
821	adult	97583096
822	tickets	97561755
823	thing	97451660
824	centre	97258243
825	requirements	97233632
826	via	97167128
827	cheap	97049762
828	nude	96733793
829	kids	96602880
830	finance	96554164
831	true	96269550
832	minutes	96242209
833	else	96020036
834	mark	95606752
835	third	95489240
836	rock	95488543
837	gifts	95412416
838	europe	95373445
839	reading	95289449
840	topics	95132338
841	bad	95096787
842	individual	94815082
843	tips	94800899
844	plus	94730251
845	auto	94700371
846	cover	94501729
847	usually	94477370
848	edit	94159529
849	together	94113765
850	videos	94069113
851	percent	94036312
852	fast	93941472
853	function	93878887
854	fact	93807963
855	unit	93714361
856	getting	93483319
857	global	93450595
858	tech	93401669
859	meet	93275872
860	far	93061804
861	economic	93044306
862	en	92803600
863	player	92709785
864	projects	92603476
865	lyrics	92579731
866	often	92551460
867	subscribe	92456246
868	submit	92431559
869	germany	92151641
870	amount	92039679
871	watch	92006970
872	included	92002729
873	feel	91924001
874	though	91905891
875	bank	91559349
876	risk	91486135
877	thanks	91398411
878	everything	91388083
879	deals	91189968
880	various	91156139
881	words	90910143
882	linux	90854231
883	jul	90810423
884	production	90612739
885	commercial	90554932
886	james	90535679
887	weight	90506560
888	town	90478880
889	heart	90249265
890	advertising	90210309
891	received	90037485
892	choose	90010174
893	treatment	90001988
894	newsletter	89828494
895	archives	89826560
896	points	89780234
897	knowledge	89749339
898	magazine	89744012
899	error	89396475
900	camera	89324930
901	jun	89154690
902	girl	89139125
903	currently	89075990
904	construction	88770071
905	toys	88712797
906	registered	88506935
907	clear	88447610
908	golf	88332962
909	receive	88328938
910	domain	88097391
911	methods	87897688
912	chapter	87882874
913	makes	87829598
914	protection	87824220
915	policies	87791839
916	loan	87785549
917	wide	87661475
918	beauty	87572240
919	manager	87441704
920	india	87391857
921	position	87139187
922	taken	87019836
923	sort	86985936
924	listings	86808185
925	models	86573186
926	michael	86527408
927	known	86395556
928	half	86290420
929	cases	86255673
930	step	86147277
931	engineering	85964618
932	florida	85775901
933	simple	85617922
934	quick	85584600
935	none	85523201
936	wireless	85333514
937	license	85326896
938	paul	85262640
939	friday	85245033
940	lake	85241485
941	whole	85202530
942	annual	85043687
943	published	84923632
944	later	84857974
945	basic	84840226
946	sony	84808711
947	shows	84804638
948	corporate	84697675
949	google	84568679
950	church	84556943
951	method	84399520
952	purchase	84333183
953	customers	84317690
954	active	84084764
955	response	84065293
956	practice	84037810
957	hardware	84002445
958	figure	83949754
959	materials	83901920
960	fire	83845349
961	holiday	83671730
962	chat	83625620
963	enough	83592616
964	designed	83559486
965	along	83444756
966	among	83431590
967	death	83216831
968	writing	83166717
969	speed	83135749
970	html	83094022
971	countries	83082522
972	loss	83015916
973	face	82807978
974	brand	82807581
975	discount	82646962
976	higher	82515596
977	effects	82399410
978	created	82342853
979	remember	82222044
980	standards	82179578
981	oil	82178167
982	bit	82113875
983	yellow	82024459
984	political	82021775
985	increase	81983061
986	advertise	81965610
987	kingdom	81913366
988	base	81894680
989	near	81652767
990	environmental	81596309
991	thought	81561217
992	stuff	81444510
993	french	81396759
994	storage	81320471
995	oh	81258789
996	japan	81110725
997	doing	80821946
998	loans	80821333
999	shoes	80755612
1000	entry	80717798
1001	stay	80694073
1002	nature	80659036
1003	orders	80605361
1004	availability	80583907
1005	africa	80566883
1006	summary	80526622
1007	turn	80328029
1008	mean	80312172
1009	growth	79998480
1010	notes	79958318
1011	agency	79915539
1012	king	79791224
1013	monday	79697206
1014	european	79665774
1015	activity	79633609
1016	copy	79615682
1017	although	79579407
1018	drug	79424420
1019	pics	79323162
1020	western	79255339
1021	income	79240506
1022	force	79199815
1023	cash	79172952
1024	employment	79105156
1025	overall	78992643
1026	bay	78967124
1027	river	78843808
1028	commission	78817488
1029	ad	78774169
1030	package	78421168
1031	contents	78365831
1032	seen	78365291
1033	players	78292986
1034	engine	78078059
1035	port	78051775
1036	album	77914316
1037	regional	77752808
1038	stop	77749471
1039	supplies	77574804
1040	started	77515342
1041	administration	77515175
1042	bar	77375075
1043	institute	77353032
1044	views	77333335
1045	plans	77295630
1046	double	77287578
1047	dog	77271631
1048	build	77203075
1049	screen	77183863
1050	exchange	77079447
1051	types	77070740
1052	soon	77038135
1053	sponsored	76855129
1054	lines	76806341
1055	electronic	76707502
1056	continue	76659163
1057	across	76597151
1058	benefits	76580951
1059	needed	76528079
1060	season	76445684
1061	apply	76341478
1062	someone	76212141
1063	held	76100888
1064	ny	75993177
1065	anything	75985266
1066	printer	75976795
1067	condition	75963033
1068	effective	75960822
1069	believe	75918053
1070	organization	75604082
1071	effect	75594829
1072	asked	75532722
1073	eur	75480922
1074	mind	75393868
1075	sunday	75287070
1076	selection	75196717
1077	casino	74796251
1078	pdf	74773048
1079	lost	74748656
1080	tour	74702459
1081	menu	74359141
1082	volume	74283471
1083	cross	74230978
1084	anyone	74170036
1085	mortgage	74160962
1086	hope	74145758
1087	silver	74073467
1088	corporation	74073375
1089	wish	74043644
1090	inside	74026748
1091	solution	74000589
1092	mature	73877124
1093	role	73689002
1094	rather	73664932
1095	weeks	73571749
1096	addition	73434482
1097	came	73286694
1098	supply	73220509
1099	nothing	73183983
1100	certain	73108213
1101	usr	73064522
1102	executive	73010727
1103	running	72879426
1104	lower	72606927
1105	necessary	72604405
1106	union	72603888
1107	jewelry	72576719
1108	according	72553085
1109	dc	72528782
1110	clothing	72455943
1111	mon	72427611
1112	com	72285198
1113	particular	72056920
1114	fine	71972425
1115	names	71918906
1116	robert	71829013
1117	homepage	71814690
1118	hour	71765763
1119	gas	71518871
1120	skills	71383598
1121	six	71366336
1122	bush	71289039
1123	islands	71269325
1124	advice	71268723
1125	career	71248807
1126	military	71229404
1127	rental	71013577
1128	decision	71006471
1129	leave	70957750
1130	british	70912501
1131	teens	70859771
1132	pre	70832130
1133	huge	70639535
1134	sat	70639358
1135	woman	70613606
1136	facilities	70595127
1137	zip	70551270
1138	bid	70427114
1139	kind	70420316
1140	sellers	70277573
1141	middle	70164946
1142	move	70113140
1143	cable	70082598
1144	opportunities	70033623
1145	taking	69997427
1146	values	69946284
1147	division	69921273
1148	coming	69889118
1149	tuesday	69843013
1150	object	69819261
1151	lesbian	69734771
1152	appropriate	69671201
1153	machine	69665958
1154	logo	69529976
1155	length	69469598
1156	actually	69444655
1157	nice	69395609
1158	score	69315004
1159	statistics	69194446
1160	client	69189527
1161	ok	69066566
1162	returns	69062618
1163	capital	68991999
1164	follow	68982994
1165	sample	68957421
1166	investment	68891129
1167	sent	68854520
1168	shown	68755779
1169	saturday	68687814
1170	christmas	68648778
1171	england	68620426
1172	culture	68606429
1173	band	68569061
1174	flash	68391647
1175	ms	68359455
1176	lead	68325439
1177	george	68261971
1178	choice	68222335
1179	went	68130142
1180	starting	68080206
1181	registration	68025615
1182	fri	67934088
1183	thursday	67751544
1184	courses	67731716
1185	consumer	67665809
1186	hi	67566273
1187	airport	67473261
1188	foreign	67443436
1189	artist	67421654
1190	outside	67415846
1191	furniture	67398005
1192	levels	67360843
1193	channel	67352673
1194	letter	67339854
1195	mode	67315364
1196	phones	67311992
1197	ideas	67309657
1198	wednesday	67213031
1199	structure	67191517
1200	fund	67128807
1201	summer	67102388
1202	allow	67052567
1203	degree	67029686
1204	contract	66895933
1205	button	66811153
1206	releases	66809477
1207	wed	66796198
1208	homes	66753480
1209	super	66703287
1210	male	66638842
1211	matter	66632805
1212	custom	66594716
1213	virginia	66581052
1214	almost	66395121
1215	took	66297175
1216	located	66249627
1217	multiple	66171358
1218	asian	66078353
1219	distribution	66074142
1220	editor	66014490
1221	inn	66007529
1222	industrial	65921648
1223	cause	65904680
1224	potential	65835469
1225	song	65832126
1226	cnet	65803333
1227	ltd	65747979
1228	los	65682137
1229	hp	65635495
1230	focus	65626732
1231	late	65574606
1232	fall	65501110
1233	featured	65473127
1234	idea	65459222
1235	rooms	65453403
1236	female	65407567
1237	responsible	65319659
1238	inc	65312988
1239	communications	65305536
1240	win	65264239
1241	associated	65218530
1242	thomas	65173823
1243	primary	65139325
1244	cancer	65078084
1245	numbers	65077140
1246	reason	65066679
1247	tool	65009731
1248	browser	64824987
1249	spring	64814116
1250	foundation	64753514
1251	answer	64649558
1252	voice	64600528
1253	eg	64596001
1254	friendly	64542291
1255	schedule	64504515
1256	documents	64437323
1257	communication	64378554
1258	purpose	64314952
1259	feature	64288914
1260	bed	64262881
1261	comes	64256803
1262	police	64198152
1263	everyone	64197954
1264	independent	64169624
1265	ip	64162886
1266	approach	64158347
1267	cameras	64153502
1268	brown	64112042
1269	physical	64090052
1270	operating	64046921
1271	hill	64008398
1272	maps	63947745
1273	medicine	63831932
1274	deal	63828244
1275	hold	63777575
1276	ratings	63776951
1277	chicago	63754684
1278	forms	63561604
1279	glass	63559754
1280	happy	63471922
1281	tue	63387982
1282	smith	63357901
1283	wanted	63301836
1284	developed	63250401
1285	thank	63234550
1286	safe	63168116
1287	unique	63116899
1288	survey	62994830
1289	prior	62949059
1290	telephone	62896274
1291	sport	62683851
1292	ready	62667516
1293	feed	62663785
1294	animal	62566660
1295	sources	62557801
1296	mexico	62544255
1297	population	62452044
1298	pa	62377151
1299	regular	62308697
1300	secure	62287766
1301	navigation	62202958
1302	operations	62143782
1303	therefore	62082477
1304	ass	62060498
1305	simply	62012991
1306	evidence	62012277
1307	station	61892291
1308	christian	61873074
1309	round	61836702
1310	paypal	61830613
1311	favorite	61781016
1312	understand	61719969
1313	option	61717435
1314	master	61704297
1315	valley	61694845
1316	recently	61635402
1317	probably	61626696
1318	thu	61622542
1319	rentals	61539280
1320	sea	61532852
1321	built	61502894
1322	publications	61502285
1323	blood	61348302
1324	cut	61337417
1325	worldwide	61319870
1326	improve	61305614
1327	connection	61302455
1328	publisher	61290306
1329	hall	61265768
1330	larger	61265757
1331	anti	61227238
1332	networks	61073308
1333	earth	61059905
1334	parents	61036269
1335	nokia	61035236
1336	impact	61017528
1337	transfer	61011470
1338	introduction	61004175
1339	kitchen	60975784
1340	strong	60969207
1341	tel	60827708
1342	carolina	60817800
1343	wedding	60758332
1344	properties	60747209
1345	hospital	60720801
1346	ground	60679179
1347	overview	60666200
1348	ship	60649546
1349	accommodation	60589803
1350	owners	60580709
1351	disease	60540973
1352	tx	60436467
1353	excellent	60316327
1354	paid	60294928
1355	italy	60280461
1356	perfect	60179071
1357	hair	60054650
1358	opportunity	60033252
1359	kit	59963349
1360	classic	59957722
1361	basis	59901425
1362	command	59870370
1363	cities	59809444
1364	william	59804374
1365	express	59797675
1366	anal	59776241
1367	award	59652161
1368	distance	59651113
1369	tree	59622952
1370	peter	59541743
1371	assessment	59513100
1372	ensure	59507606
1373	thus	59447388
1374	wall	59430375
1375	ie	59425745
1376	involved	59408103
1377	el	59377718
1378	extra	59377307
1379	especially	59336380
1380	interface	59307904
1381	pussy	59206591
1382	partners	59137995
1383	budget	59106421
1384	rated	59102029
1385	guides	59094266
1386	success	58986603
1387	maximum	58933430
1388	ma	58908038
1389	operation	58855769
1390	existing	58803077
1391	quite	58777731
1392	selected	58668257
1393	boy	58664244
1394	amazon	58657636
1395	patients	58656286
1396	restaurants	58579604
1397	beautiful	58503804
1398	warning	58498692
1399	wine	58491725
1400	locations	58470987
1401	horse	58453720
1402	vote	58387028
1403	forward	58382492
1404	flowers	58374976
1405	stars	58352743
1406	significant	58338630
1407	lists	58249254
1408	technologies	58222418
1409	owner	58189056
1410	retail	58185466
1411	animals	58178554
1412	useful	58144584
1413	directly	58144287
1414	manufacturer	58125159
1415	ways	58114465
1416	est	58112143
1417	son	58094311
1418	providing	57957650
1419	rule	57912422
1420	mac	57875961
1421	housing	57790060
1422	takes	57784233
1423	iii	57697189
1424	gmt	57610397
1425	bring	57608074
1426	catalog	57567413
1427	searches	57491372
1428	max	57481472
1429	trying	57462639
1430	mother	57432704
1431	authority	57403313
1432	considered	57378298
1433	told	57248600
1434	xml	57241749
1435	traffic	57241247
1436	programme	57212448
1437	joined	57202778
1438	input	57191675
1439	strategy	57170155
1440	feet	57146840
1441	agent	57103658
1442	valid	57094711
1443	bin	57076312
1444	modern	57030009
1445	senior	56934903
1446	ireland	56804611
1447	sexy	56756180
1448	teaching	56677377
1449	door	56638839
1450	grand	56599468
1451	testing	56564005
1452	trial	56547673
1453	charge	56542418
1454	units	56512308
1455	instead	56499843
1456	canadian	56492789
1457	cool	56471180
1458	normal	56442762
1459	wrote	56421594
1460	enterprise	56414984
1461	ships	56365355
1462	entire	56284017
1463	educational	56282937
1464	md	56253287
1465	leading	56201501
1466	metal	56181783
1467	positive	56132270
1468	fl	56095954
1469	fitness	56063953
1470	chinese	56057597
1471	opinion	56038634
1472	mb	56034110
1473	asia	55979169
1474	football	55972678
1475	abstract	55951880
1476	uses	55842334
1477	output	55819696
1478	funds	55721876
1479	mr	55692230
1480	greater	55673859
1481	likely	55669441
1482	develop	55611036
1483	employees	55523958
1484	artists	55504730
1485	alternative	55502123
1486	processing	55486868
1487	responsibility	55448425
1488	resolution	55429399
1489	java	55360149
1490	guest	55293215
1491	seems	55276661
1492	publication	55199085
1493	pass	55189682
1494	relations	55180611
1495	trust	55157142
1496	van	55147325
1497	contains	55145932
1498	session	55143498
1499	multi	55131463
1500	photography	55083965
1501	republic	55051644
1502	fees	54965019
1503	components	54964736
1504	vacation	54946412
1505	century	54929645
1506	academic	54886061
1507	assistance	54831021
1508	completed	54810628
1509	skin	54789622
1510	graphics	54781266
1511	indian	54646045
1512	prev	54576595
1513	ads	54513834
1514	mary	54418499
1515	il	54379896
1516	expected	54346724
1517	ring	54342432
1518	grade	54275130
1519	dating	54274405
